country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Kyrgyzstan,2005-03-13T00:00:00Z,2,1,Party Supporters,mayor Bubanov supporters,2,Party Supporters,mayor Joldoshev supporters,2
Sri Lanka,2010-01-26T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
India,1996-04-27T00:00:00Z,1,1,Rebel Group,PWG,4,Election Officials,election officials,1
India,1999-09-05T00:00:00Z,1,1,Militant Group,militants,4,Police,Indo-Tibetan Border Police,1
India,1999-09-05T00:00:00Z,1,1,Militant Group,militants,4,Political Candidate,Janat Dal election candidate,3
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Political Party,National Conference Party,3
Iran,2001-06-08T00:00:00Z,0,0,Government ,conservative judiciary ,1,Media,pro-reform newspaper,5
Zimbabwe,2008-03-29T00:00:00Z,1,1,Government Officials,Health Minister,1,Political Activists,MDC activist,2
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Military,paramilitary soldier,1
Iraq,2005-12-15T00:00:00Z,1,1,Military,Islamic Army in Iraq,4,United States,US security consultant,5
Iraq,2005-01-30T00:00:00Z,1,1,Military,Guards,2,Government Officials,Government officials,1
Tajikistan,2000-03-12T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Activists,MDC Activists,3,Political Activists,MDC Activists,3
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Activists,MDC activists,3,Political Activists,MDC activists,3
Georgia,2008-01-05T00:00:00Z,1,1,Police,police,1,Media,opposition TV,5
Georgia,2004-03-28T00:00:00Z,1,1,Police,police loyal to Abashidze,4,Students,Anti-Abashidze students,2
India,2004-04-20T00:00:00Z,2,1,Militant Group,militants,4,Military,paramilitary troops,1
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Military,parliamentary soldier,1
India,2004-04-20T00:00:00Z,2,1,Militant Group,militants,4,Political Activists,People's Democratic Party activists,3
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Candidate,MDC candidate,3,Political Candidate,MDC candidate,3
Georgia,2004-01-04T00:00:00Z,1,1,Police,police,1,Government Leader,President Saakashvili,1
Ghana,2008-12-07T00:00:00Z,0,0,Police,Police,1,Political Activists,NDC party activists,3
Ghana,2012-12-07T00:00:00Z,0,0,Police,Police,1,Political Party,New Patriotic Party,3
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Party Members,People's Democratic Party member,3
Zimbabwe,2005-03-31T00:00:00Z,1,1,Party Supporters,Ruling party supporters,2,Political Candidate,MDC candidate,3
India,2004-04-20T00:00:00Z,2,1,Militant Group,militants,4,Election Officials,polling officials,1
India,2004-04-20T00:00:00Z,3,1,Militant Group,militants,4,Military,security forces,1
Uganda,2011-02-18T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
India,1999-09-05T00:00:00Z,1,1,Militant Group,militants,4,Military,soldiers,1
India,1999-09-05T00:00:00Z,1,1,Militant Group,militants,4,Government Officials,state Health Minister,1
Ghana,1992-12-29T00:00:00Z,0,0,Police,Police,1,Opposition Party,Opposition party (PHP) member,3
India,1999-09-05T00:00:00Z,1,1,Militant Group,militants,4,Government Officials,state minister,1
Ghana,2000-12-07T00:00:00Z,1,1,Police,Riot Police,1,Opposition Supporters,Opposition party supporters,2
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Candidate,MDC candidate,3,Party Members,MDC member,3
Zimbabwe,2000-06-24T00:00:00Z,1,1,Party Supporters,Ruling party supporters,2,Party Members,MDC member,3
Zimbabwe,2008-03-29T00:00:00Z,1,1,Party Members,MDC members,3,Party Members,MDC members,3
Ghana,2000-12-07T00:00:00Z,1,1,Police,Police,1,Election Workers,Ruling party polling agent,3
Zimbabwe,2000-06-24T00:00:00Z,2,1,Political Activists,Ruling party activists,3,Party Members,MDC members,3
Zimbabwe,2008-03-29T00:00:00Z,2,1,Political Activists,Ruling party activists,3,Party Members,MDC members,3
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Party Leaders,Telugu Desam Party leader,3
Iraq,2005-01-30T00:00:00Z,1,1,Foreign Entities,Foreign troops,5,Militant Group,Insurgents,4
Ukraine,2004-10-31T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Guinea,2010-11-07T00:00:00Z,0,0,Police,police,1,Election Commission,former electoral comnission head,1
Zimbabwe,2005-03-31T00:00:00Z,0,0,Party Supporters,Ruling party supporters,3,Election Observers,MDC observers,3
Guinea-Bissau,2005-07-24T00:00:00Z,1,1,Police,Police,1,Military,Elite paratroopers,1
Zimbabwe,2000-06-24T00:00:00Z,0,0,Government Leader,President Mugabe,1,Political Party,MDC Party,3
Zimbabwe,2000-06-24T00:00:00Z,1,1,Party Supporters,Ruling party supporters,2,Political Party,MDC Party,3
India,1996-04-27T00:00:00Z,0,0,Rebel Group,PWG,4,Government,Government,1
Zimbabwe,2008-03-29T00:00:00Z,1,1,Political Activists,Ruling party activists,3,Party Members,MDC party members,3
Zimbabwe,2008-03-29T00:00:00Z,1,1,Party Supporters,Ruling party supporters,2,Party Members,MDC party members,3
Ukraine,2004-11-21T00:00:00Z,16,1,Unknown,unknown,NA,Media,journalist,2
Guinea-Bissau,2008-11-16T00:00:00Z,0,0,Police,Police,1,Military,Soldiers,1
Haiti,1995-12-17T00:00:00Z,2,1,Police,police,1,Civilians,citizens,2
Haiti,2000-07-09T00:00:00Z,0,0,Police,police,1,Former Government,former opposition mayor,3
Haiti,2000-05-21T00:00:00Z,1,1,Police,police,1,Opposition Party,"Senator, opposition",3
Zimbabwe,2000-06-24T00:00:00Z,4,1,Party Supporters,Government supporters,2,Party Supporters,MDC supporters,2
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Government Officials,top politicians,1
Haiti,1990-12-16T00:00:00Z,1,1,Police,police,1,Party Supporters,supporters Aristide,2
Honduras,2009-11-29T00:00:00Z,1,1,Police,police,1,Civilians,aid group,2
Honduras,2001-11-25T00:00:00Z,0,0,Police,police,1,Political Activists,PLH activists,3
Honduras,2009-11-29T00:00:00Z,0,0,Police,police,1,Civilians,plotters,2
Honduras,2009-11-29T00:00:00Z,2,1,Police,police,1,Media,radio station,2
Zimbabwe,2008-03-29T00:00:00Z,3,1,Political Activists,Ruling party activists,3,Party Supporters,MDC supporters,2
Iraq,2005-01-30T00:00:00Z,2,1,Military,iraqi forces,1,Rebel Group,rebels,4
India,2004-04-20T00:00:00Z,1,1,Militant Group,militants,4,Civilians,voters,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem guerrillas,4,Political Candidate,Bharatiya Janata Party candidate,1
Zimbabwe,2000-06-24T00:00:00Z,3,1,Party Supporters,Ruling party supporters,2,Party Supporters,MDC supporters,2
Zimbabwe,2008-03-29T00:00:00Z,3,1,Party Supporters,Ruling party supporters,2,Party Supporters,MDC supporters,2
Zimbabwe,2008-06-27T00:00:00Z,1,1,Party Supporters,Ruling Party Supporters,2,Party Supporters,MDC supporters,2
Zimbabwe,2008-06-27T00:00:00Z,3,1,Party Supporters,Ruling party supporters,2,Party Supporters,MDC supporters,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem guerrillas,4,Government Officials,lawmaker,1
Zimbabwe,2000-06-24T00:00:00Z,1,1,Party Youth,Ruling party youths,3,Party Supporters,MDC supporters,2
Zimbabwe,2002-03-09T00:00:00Z,1,1,Party Youth,Ruling Party Youths,3,Party Supporters,MDC supporters,2
Honduras,2009-11-29T00:00:00Z,1,1,Police,police,1,Government Leader,Zelaya,2
Iraq,2005-12-15T00:00:00Z,1,1,Military,National Guard,1,Election Commission,Iraqi electoral commission,1
Zimbabwe,2008-03-29T00:00:00Z,6,1,Unknown,Unknown,NA,Media,Journalist,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem guerrillas,4,Party Members,National Conference Party member,3
Iraq,2010-03-07T00:00:00Z,2,1,Military,PUK Security forces,1,Media,Journalists,2
Iraq,2010-03-07T00:00:00Z,4,1,Military,Security forces,1,Media,Journalists,2
India,1998-02-16T00:00:00Z,1,1,Rebel Group,PWG,4,Government,Indian government,1
Honduras,2009-11-29T00:00:00Z,1,1,Police,policeman,1,Party Supporters,Zelaya supporter,2
Honduras,2009-11-29T00:00:00Z,1,1,Police,police,1,Party Supporters,zelaya supporters,2
Honduras,2009-11-29T00:00:00Z,0,0,Police,police,1,Party Supporters,Zelaya supporters,2
Iraq,2010-03-07T00:00:00Z,4,0,Military,Security forces,1,Media,Journalists,2
Iran,2000-05-05T00:00:00Z,0,0,Government ,conservative press court,1,Media,pro reform newspapers,5
Poland,2005-10-09T00:00:00Z,0,0,Political Candidate,"Presidential candidates Leszek Bubel, Liwiusz Ilasz, Jan Pyszko, Adam Slomka and Stanislaw Tyminski",3,Media,media,5
Iran,2000-05-05T00:00:00Z,0,0,Government ,conservative press court,1,Media,pro-reform newspapers,5
Iran,2000-05-05T00:00:00Z,0,0,Government ,conservative press court,1,Media,pro-reform publisher,2
Iran,2000-02-18T00:00:00Z,0,0,Government ,conservative press court,1,Media,reformist journalist,2
Guyana,2001-03-19T00:00:00Z,1,0,Opposition Party,opposition party members,3,Government Leader,president,1
Honduras,2009-11-29T00:00:00Z,1,0,Police,police,1,Party Supporters,zelaya supporters,2
Indonesia,1999-06-07T00:00:00Z,1,1,Party Supporters,Golkar Party supporters,2,Party Supporters,Megawati (PDI) supporter,2
Indonesia,1997-05-29T00:00:00Z,1,1,Party Supporters,Suryadi (PDI) supporter,2,Party Supporters,Megawati (PDI) supporter,2
India,1996-04-27T00:00:00Z,7,1,Rebel Group,PWG,4,Police,police,1
Iraq,2005-01-30T00:00:00Z,1,1,Military,Iraqi troops,1,Civilians,members of clerical association,2
Iraq,2005-01-30T00:00:00Z,1,1,Military,Iraqi troops,1,Civilians,Mosque visitors,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem guerrillas,4,Military,Paramilitary troops,1
Tunisia,2009-10-25T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist Fahem Boukadous,2
Tajikistan,2000-02-27T00:00:00Z,1,1,Unknown,Unknown,NA,Media,Journalist for Islamic Rebirth party of Tajikistan,3
Armenia,1999-05-30T00:00:00Z,1,1,Political Candidate,elections candidate,3,Party Members,member of Communist Party of Armenia (CPA),3
Hungary,2002-04-21T00:00:00Z,2,1,Police,Police,1,Protestors,Right-wing Protesters,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem guerrillas,4,Military,paramilitary troops,1
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Party Workers,election campaigner,3
Hungary,2002-04-07T00:00:00Z,0,0,Police,Police,1,Party Supporters,Smallholder's Party Supporters,3
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Party Workers,election campaigners,3
India,1998-02-16T00:00:00Z,0,0,Police,police,1,Terrorist Group,Al Umma activists,4
Albania,1997-06-29T00:00:00Z,17,1,Protestors,Protestors,2,Police,Police,1
Tunisia,2009-10-25T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist Lofti Hajji,2
Taiwan,1996-03-23T00:00:00Z,1,1,Party Members,Member of the parliament,3,Government,Member of the parliament,3
Tunisia,2009-10-25T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist Mouldi Zouabi,2
Tunisia,2009-10-25T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist Slim Boukhir,2
India,2004-04-20T00:00:00Z,7,1,Islamic Insurgents,Moslem militants,4,Election Officials,election officials,1
Bangladesh,2001-10-01T00:00:00Z,3,1,Party Members,Members BNP,3,Party Members,Members AL,3
Tunisia,2009-10-25T00:00:00Z,1,1,Unknown,unknown,NA,Media,Journalist Zied El Heni,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Opposition Activists,opposition activists,3,Civilians,two-year old girl,2
India,1999-09-05T00:00:00Z,0,0,Police,police,1,Party Leaders,All Party Freedom Conference leaders,3
India,1998-02-16T00:00:00Z,0,0,Police,police,1,Party Leaders,All Party Hurriyat Conference leaders,3
Iraq,2005-01-30T00:00:00Z,1,1,United States,US troops,5,Armed Group,guerrilas,4
India,1998-02-16T00:00:00Z,0,0,Police,police,1,Political Party,Altaf Khalil Sheikh,3
Nepal,2008-04-10T00:00:00Z,1,1,Party Workers,workers of the Rastriya Janamorcha,3,Party Members,members of Communist Party of Nepal (UML),3
Venezuela,1999-07-25T00:00:00Z,2,1,Party Supporters,Chavez supporters,2,Government,members of congress,3
Iraq,2005-01-30T00:00:00Z,1,1,Military,"militant group, the Ansar al-Sunnah Army,",4,Government Leader,the deputy governor of Baghdad,1
Democratic Republic of the Congo,2011-11-28T00:00:00Z,4,1,Unknown,Unknown,NA,Media,Journalists,2
Iraq,2005-01-30T00:00:00Z,1,1,United States,US troops,5,Armed Group,Gunmen,4
India,1998-02-16T00:00:00Z,0,0,Police,police,1,Party Members,Ashfaque Karim,3
Kuwait,2009-05-16T00:00:00Z,0,0,Government Officials,ministers,1,Government Officials,members of parliament,1
Iraq,2005-01-30T00:00:00Z,3,1,United States,US Troops,5,Armed Group,gunmen,4
India,1998-02-16T00:00:00Z,7,1,Rebel Group,PWG,4,Police,police,1
India,1999-09-05T00:00:00Z,7,1,Rebel Group,PWG,4,Police,police,1
India,1999-09-05T00:00:00Z,1,1,Rebel Group,PWG,4,Political Candidate,Telugu Desam Party candidates,3
Dominican Republic,1996-06-30T00:00:00Z,4,1,Unknown,Unknown,NA,Media,Journalists,2
Iraq,2010-03-07T00:00:00Z,1,1,Military,Security forces,1,Opposition Party,Opposition party members,3
Haiti,2010-11-28T00:00:00Z,4,1,Unknown,unknown,NA,Media,journalists,2
India,1999-09-05T00:00:00Z,0,0,Police,police,1,Party Youth,Asom People's Party youth wing,3
India,2009-04-16T00:00:00Z,0,0,Police,police,1,Party Members,Bharatiya Janata Party member,3
Iraq,2005-01-30T00:00:00Z,1,1,United States,US forces,5,Iraqi Insurgents,Iraqi rebel,4
India,1996-04-27T00:00:00Z,2,1,Police,police,1,Civilians,citizens,2
India,1996-04-27T00:00:00Z,2,0,Police,police,1,Civilians,citizens,2
Iraq,2010-03-07T00:00:00Z,4,1,Unknown,Unknown,NA,Media,Journalists,2
India,1999-09-05T00:00:00Z,1,0,Police,police,1,Civilians,civilians,2
Kenya,2007-12-27T00:00:00Z,4,1,Unknown,Unknown,NA,Media,Journalists,5
Pakistan,2008-02-18T00:00:00Z,4,1,Unknown,unknown,NA,Media,journalists,2
India,2009-04-16T00:00:00Z,1,0,Police,police,1,Civilians,civilians,2
Iraq,2005-01-30T00:00:00Z,0,0,Military,iraqi forces,1,Civilians,"Sheik Mahdi al-Sumaidaei, head of the Supreme Association for Guidance and Daawa",2
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Political Party,Farooq Abdullah pro-India Congress Party,3
India,1999-09-05T00:00:00Z,0,0,Police,police,1,Election Officials,election official,1
Iraq,2005-12-15T00:00:00Z,0,0,United States,US forces,5,Government,Iraqi interior ministry,1
Iraq,2005-01-30T00:00:00Z,2,1,United States,US forces,5,Rebel Group,rebels,4
Iraq,2005-12-15T00:00:00Z,1,1,Military,Shiite-led forces (alleged),1,Civilians,Sunni Arab men,2
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Building,Mexicana Airlines' headquarters,2
Turkey,1999-04-18T00:00:00Z,1,1,Party Members,HADEP Members,3,Political Party,MHP Party,3
Iraq,2005-01-30T00:00:00Z,1,1,United States,US marines,5,Rebel Group,rebels,4
Algeria,2002-05-30T00:00:00Z,12,1,Military,Security forces,1,Islamic Insurgents,Islamic extremists,4
India,1996-04-27T00:00:00Z,1,1,Police,police,1,Rebel Group,communist rebels,4
Iraq,2005-12-15T00:00:00Z,1,1,Military,Interior Ministry security forces (alleged),1,Civilians,Sunni civilians,2
Iraq,2005-01-30T00:00:00Z,0,0,Military,iraqi forces,1,Civilians,Sunni cleric,2
Iraq,2005-01-30T00:00:00Z,2,1,Military,iraqi forces,1,Civilians,Sunni clerics,2
India,1999-09-05T00:00:00Z,1,1,Rebel Group,PWG,4,Party Leaders,village president,2
Guyana,2001-03-19T00:00:00Z,1,0,Protestors,protestors,2,Government,court,1
Iraq,2005-01-30T00:00:00Z,1,1,United States,US army,5,Militant Group,Moqtada Sadr's partisans,4
Iraq,2005-01-30T00:00:00Z,9,1,United States,US forces,5,Militant Group,Insurgents,4
India,1991-05-20T00:00:00Z,1,1,Rebel Group,PWG,4,Civilians,voters,2
Iraq,2005-01-30T00:00:00Z,14,1,United States,US forces,5,Militant Group,insurgents,4
Iraq,2005-01-30T00:00:00Z,2,1,Unknown,Unknown,NA,Militant Group,Insurgents,4
Iraq,2005-12-15T00:00:00Z,14,1,United States,US forces,5,Militant Group,insurgents,4
Iraq,2005-12-15T00:00:00Z,1,1,Military,Iraqi army,1,Militant Group,insurgents,4
Iraq,2005-01-30T00:00:00Z,2,1,Military,Iraqi forces,1,Militant Group,Insurgents,4
Iraq,2005-01-30T00:00:00Z,4,1,Military,Iraqi forces,1,Militant Group,insurgents,4
Iraq,2005-01-30T00:00:00Z,1,1,Military,Iraqi national guards,1,Militant Group,Insurgents,4
Iraq,2005-01-30T00:00:00Z,1,1,Military,Iraqi troops,1,Militant Group,Insurgents,4
Iraq,2010-03-07T00:00:00Z,0,0,Military,Military force,1,Civilians,Zawba tribal chief,2
Israel,1996-05-29T00:00:00Z,1,1,Military,PLO security services,NA,Students,Palestinian students,2
Algeria,2002-05-30T00:00:00Z,12,0,Military,Security forces,1,Islamic Insurgents,Islamic extremists,4
Pakistan,2008-02-18T00:00:00Z,0,0,United States,US human rights activists,5,Government Leader,President Musharraf,1
Iraq,2005-12-15T00:00:00Z,1,1,Military,Madhi army,4,Militant Group,suspected insurgents,4
India,1998-02-16T00:00:00Z,1,1,Police,police,1,Rebel Group,Jamiat-ul-Mujahideen leader,4
Iraq,2005-01-30T00:00:00Z,1,1,Rebel Group,rebels,4,Rebel Group,rebels,1
India,2004-04-20T00:00:00Z,2,1,Islamic Insurgents,Moslem militants,4,Government,Indian government,1
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Civilians,Lassa Wani,NA
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Government Leader,National Conference party leader,1
Iran,2000-05-05T00:00:00Z,0,0,Government ,conservative press court,1,Media,reformist journalist,2
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Political Activists,People's Democratic Party activists,3
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Party Members,People's Democratic Party member,3
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Party Leaders,People's Democratic Party president,3
India,2004-04-20T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Police,police,1
India,2004-04-20T00:00:00Z,2,1,Islamic Insurgents,Moslem militants,4,Election Officials,polling officials,1
India,1999-09-05T00:00:00Z,3,1,Islamic Insurgents,Moslem militants,4,Military,security forces,1
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem militants,4,Media,television crew,2
India,1999-09-05T00:00:00Z,1,0,Islamic Insurgents,Moslem separatists,4,Government,Indian government,1
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem separatists,4,Government,Indian government,1
India,2009-04-16T00:00:00Z,1,0,Islamic Insurgents,Moslem separatists,4,Government,Indian government,1
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem separatists,4,Military,paramilitary troops,1
India,1999-09-05T00:00:00Z,1,1,Islamic Insurgents,Moslem separatists,4,Police,police,1
India,2004-04-20T00:00:00Z,0,0,Militant Group,Naxalite Maoist groups,4,Government,Indian government,1
India,1998-02-16T00:00:00Z,1,1,Militant Group,Naxalite Movement,4,Election Workers,election officers,1
India,1998-02-16T00:00:00Z,2,1,Militant Group,Naxalite Movement,4,Election Officials,election officials,1
India,1996-04-27T00:00:00Z,1,1,Militant Group,Naxalite Movement,4,Government,Government,1
Guyana,2001-03-19T00:00:00Z,1,1,Opposition Party,opposition party members,3,Government Leader,president,1
Haiti,2000-07-09T00:00:00Z,2,1,Opposition Party,opposition party members,2,Party Supporters,Aristide supporters,2
India,1998-02-16T00:00:00Z,2,1,Militant Group,Naxalite Movement,4,Government,Indian government,1
Kyrgyzstan,2005-02-27T00:00:00Z,1,0,Protestors,protestors,2,Government,court,1
Kyrgyzstan,2005-03-13T00:00:00Z,1,1,Protestors,protestors,2,Government,court,1
Kyrgyzstan,2005-03-13T00:00:00Z,1,0,Protestors,protestors,2,Government,court,1
India,1998-02-16T00:00:00Z,2,1,Militant Group,Naxalite Movement,4,Police,police,1
Ukraine,2004-11-21T00:00:00Z,4,1,Unknown,unknown,NA,Media,journalists,2
Honduras,2009-11-29T00:00:00Z,1,1,Party Supporters,Zelaya supporters,2,Military,military,1
Hungary,1998-05-10T00:00:00Z,1,1,Unknown,Unknown,NA,Party Leaders,Jozsef Szajer chairman of Civic Party,3
India,2009-04-16T00:00:00Z,2,1,Militant Group,Naxalite Movement,4,Military,security forces,1
Indonesia,1999-06-07T00:00:00Z,0,0,Political Activists,Peope's Democratic Party Activists,3,Military,military chief,1
Egypt,2012-05-23T00:00:00Z,0,0,Political Activists,Activists,3,Military,Military council,1
