country,Electiondate,ev_count,EventViolence,ActorNameNew,Actor1Name,Actor1Type,TargetNameNew,Target1Name,Target1Type
Kyrgyzstan,2005-03-13T00:00:00Z,3,0,Opposition Activists,opposition activists,3,Government,government,1
Yemen,2012-02-21T00:00:00Z,4,1,Militant Group,Southern Movement militants,4,Police,Police,1
Mexico,2006-07-02T00:00:00Z,0,0,Party Supporters,supporters of Lopez Obrador,2,Building,stock market,2
Peru,2001-04-08T00:00:00Z,2,0,Civilians,Union and community groups,2,Government Leader,President Fujimori,1
Togo,1998-06-21T00:00:00Z,4,0,Police,Police forces,1,Unknown,Unknown,NA
Trinidad and Tobago,2010-05-24T00:00:00Z,0,0,Police,police,1,Civilians,suspecs in planned disruption of elections,2
Tunisia,2009-10-25T00:00:00Z,1,1,Police,Police,1,Media,"Hamadi Jebali, editor of Al-Fajr",2
Tunisia,2009-10-25T00:00:00Z,1,1,Police,Police,1,Media,Hamma Hammami editot Alternatives,2
Indonesia,1997-05-29T00:00:00Z,1,1,Party Workers,Golkar campaigners,3,Students,student,2
Tunisia,2009-10-25T00:00:00Z,0,0,Police,Police,1,Media,Online journalist Lofti Hidouri,2
Tunisia,2009-10-25T00:00:00Z,0,0,Police,Tunisian authorities,1,Party Members,Partymember Communist Party,3
Tunisia,2009-10-25T00:00:00Z,0,0,Police,Police,1,Media,"Sime Bensedrine, Kalima Tunisie magazine",2
Uganda,1996-06-27T00:00:00Z,1,1,Military,Lord's Resistance Army,4,Election Officials,Voting officials,1
Uganda,2001-03-12T00:00:00Z,3,1,Military,Lords Resistance Army,4,Government,Government,1
Kyrgyzstan,2005-03-13T00:00:00Z,0,0,Opposition Activists,opposition activists,3,Government Leader,regional governor,1
Turkey,1999-04-18T00:00:00Z,1,1,Police,Police,1,Party Supporters,HADEP Supporters,2
Turkey,2011-06-12T00:00:00Z,1,1,Police,Police,1,Party Supporters,Kurdish supporters,2
Serbia,2000-09-24T00:00:00Z,0,0,Civilians,union of craftsman and private trade,2,Election Commission,electoral commission,1
Peru,2000-04-09T00:00:00Z,1,1,Civilians,Unionized construction workers,2,Government,Government,1
South Korea,2002-12-19T00:00:00Z,1,0,Civilians,unionized worker,2,Government,government,1
South Korea,2004-04-15T00:00:00Z,1,1,Civilians,unionized worker,2,Government,government,1
South Korea,2004-04-15T00:00:00Z,1,0,Civilians,unionized worker,2,Government,government,1
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government ,Government,1,Civilians,Citizens,2
Central African Republic,2005-03-13T00:00:00Z,0,0,Civilians,Unions,1,Government,CAR government,1
Turkey,2011-06-12T00:00:00Z,0,0,Police,Police,1,Party Members,Members Kurdistan Workers' Party (PKK),3
Sri Lanka,2000-10-10T00:00:00Z,1,1,Unknown,unknown,NA,Party Supporters,supporters of Kumaratunga key ally,2
Turkey,1995-12-24T00:00:00Z,1,1,Police,Government-paid Village guards,1,Political Party,Pro-Kurdish HADEP Party,3
Bangladesh,1996-02-15T00:00:00Z,1,1,Party Supporters,government supporters,2,Students,student opposition activist,3
Turkey,1999-04-18T00:00:00Z,0,0,Police,Police,1,Rebel Group,Kurdish rebels,4
South Korea,2000-04-13T00:00:00Z,0,0,Civilians,unions,2,Government,government,1
Timor-Leste,2007-04-09T00:00:00Z,1,1,Unknown,Unknown,NA,Party Supporters,Supporters of Ramos-Horta,2
Turkey,1999-04-18T00:00:00Z,1,1,Police,Police,1,Rebel Group,PKK,4
Haiti,2011-03-20T00:00:00Z,1,1,Unknown,unknown,NA,Party Supporters,supporters presidential candidate,2
Turkey,1999-04-18T00:00:00Z,1,1,Police,Police,1,Militant Group,Suspected Kurdish Militant,4
Turkey,2011-06-12T00:00:00Z,20,1,Police,Police,1,Civilians,Voters,2
Bulgaria,1997-04-19T00:00:00Z,0,0,Civilians,unions,5,Government,government,1
Peru,2000-04-09T00:00:00Z,0,0,Civilians,Unions,2,Government Leader,President Fujimori,1
Uganda,2001-06-26T00:00:00Z,1,1,Police,Bodyguard,5,Civilians,Citizen,2
Zimbabwe,2008-06-27T00:00:00Z,0,0,Government ,Government,1,Foreign Entities,Foreign Diplomats,5
Zambia,1991-10-31T00:00:00Z,0,0,Civilians,University lecturers,2,Government Leader,Vice chancelor,2
Iran,2004-02-20T00:00:00Z,0,0,Civilians,university professors,2,Government,Guardian Council,1
Indonesia,1999-06-07T00:00:00Z,0,0,Party Supporters,Islamic Habibie supporters,2,Students,students,2
Uganda,2001-03-12T00:00:00Z,1,1,Military,Presidential Protection Unit,1,Opposition Candidate,Opposition candidate convoy,3
Uganda,2001-06-26T00:00:00Z,1,1,Police,Bodyguard,5,Party Supporters,Parliamentary candidate supporters,2
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Media,Foreign Journalist,2
Peru,1992-11-22T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Media,Radio station,2
Lebanon,2005-05-28T00:00:00Z,0,0,Opposition Activists,opposition activists,3,Foreign Entities,Syrian influence,5
Uganda,2001-03-12T00:00:00Z,0,0,Police,Police,1,Military,Army major Patrick Muhindo,1
Uganda,2006-02-23T00:00:00Z,2,1,Police,Police,1,Party Supporters,Besigye supporters,2
Uganda,2011-02-18T00:00:00Z,2,1,Police,Police,1,Party Supporters,Besigye supporters,2
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Civilians,Bombing suspects,2
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Government,Bugiri district population officer,1
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Civilians,"Choice FM headquarters, staff",2
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Civilians,Choice FM programme manager,2
Uganda,1996-06-27T00:00:00Z,0,0,Police,Police,1,Civilians,Citizen,2
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Civilians,Citizen,2
Uganda,1996-06-27T00:00:00Z,9,0,Police,Police,1,Civilians,Citizens,2
Uganda,2001-03-12T00:00:00Z,9,1,Police,Police,1,Civilians,Citizens,2
Uganda,2001-06-26T00:00:00Z,9,1,Police,Police,1,Civilians,Citizens,2
Uganda,2001-06-26T00:00:00Z,9,0,Police,Police,1,Civilians,Citizens,2
Uganda,2006-02-23T00:00:00Z,9,0,Police,Police,1,Civilians,Citizens,2
Uganda,2011-02-18T00:00:00Z,3,0,Police,Police,1,Civilians,Civilians,2
Uganda,2001-03-12T00:00:00Z,0,0,Police,Police,1,Political Party,Democratic Party,3
Uganda,2011-02-18T00:00:00Z,3,1,Police,Police,1,Party Leaders,Democratic Party leader,3
Zimbabwe,2000-06-24T00:00:00Z,0,0,Government Officials,Ruling party members,3,Students,Students,2
Uganda,2006-02-23T00:00:00Z,1,1,Military,Army,1,Opposition Supporters,Opposition candidate supporters,2
Uganda,2001-03-12T00:00:00Z,2,1,Military,Presidential Protection Unit,1,Opposition Supporters,Opposition candidate supporters,2
Uganda,2001-06-26T00:00:00Z,1,1,Military,Army,1,Political Candidate,Parliamentary candidate,3
Uganda,2001-06-26T00:00:00Z,0,0,Military,Army,1,Political Candidate,Parliamentary candidates,3
Kuwait,1990-06-10T00:00:00Z,0,0,Civilians,university professors,2,Government Officials,interim parliament,1
Algeria,1999-04-15T00:00:00Z,0,0,Civilians,University teachers,2,Building,Universities,1
Tanzania,1995-10-29T00:00:00Z,1,1,Unknown,Unknown assailents,2,Election Officials,Election supervisor,1
Peru,1992-11-22T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Media,Shantytown health post,2
Ukraine,1998-03-29T00:00:00Z,1,1,Unknown,unknown,NA,Political Candidate,Supreme Council candidate,3
Honduras,2009-11-29T00:00:00Z,1,1,Unknown,unknown,NA,Government,Supreme court,1
Guyana,1992-10-05T00:00:00Z,2,1,Unknown,unknown voters,2,Election Commission,electoral committee,1
Uganda,2001-03-12T00:00:00Z,0,0,Police,Police,1,Election Officials,District election officer,1
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Party Members,Edward Wesongo,NA
Indonesia,1997-05-29T00:00:00Z,1,1,Party Supporters,Golkar supporters,2,Students,Students from an Islamic College,2
Indonesia,1997-05-29T00:00:00Z,1,1,Party Supporters,Golkar supporters,2,Students,Students from private universities,2
Thailand,1992-03-22T00:00:00Z,0,0,Former Government,"Chalard Vorachat, former member of Parliament",3,Government Leader,Suchinda,1
Sri Lanka,2001-12-05T00:00:00Z,1,1,Civilians,UNP mobs,3,Civilians,civilians,2
Kenya,1992-12-29T00:00:00Z,1,1,Civilians,Unruly youth,2,Civilians,Crowd,2
Thailand,1992-03-22T00:00:00Z,0,0,Party Members,Democrat Party MP Supat Thammapech,3,Government Leader,Suchinda,1
Senegal,2000-02-27T00:00:00Z,1,1,Opposition Party,Rival political party,3,Opposition Party,Rival political party,3
Thailand,1992-03-22T00:00:00Z,0,0,Party Leaders,Palang Dhram party leader Chamlong Srimuang,3,Government Leader,Suchinda,1
Thailand,1992-03-22T00:00:00Z,0,0,Party Supporters,Palang Dhram party supporters,2,Government Leader,Suchinda,1
Kenya,1997-12-29T00:00:00Z,1,1,Civilians,Unruly youth,2,Political Candidate,Election candidates,3
Niger,1996-07-07T00:00:00Z,0,0,Civilians,USTN,2,Government,Government,1
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government ,Government,1,Foreign Entities,Human Rights Lawyer,5
Zimbabwe,2008-03-29T00:00:00Z,0,0,Government ,Government,1,Media,Independent Journalist,2
Sudan,2010-04-11T00:00:00Z,0,0,Political Party,Sudan People's Liberation Movement,1,Political Party,Sudan People's Liberation Movement - Democratic Change,3
Uganda,2001-03-12T00:00:00Z,0,0,Military,Uganda Army Veterans,2,Political Candidate,Presidential candidate Besigye,3
Uganda,2011-02-18T00:00:00Z,1,1,Police,Police,1,Political Candidate,FDC parliamentary candidate,3
Kyrgyzstan,2010-10-10T00:00:00Z,1,1,Civilians,Uzbek mob,2,Police,police,1
Iraq,2005-01-30T00:00:00Z,1,1,United States,US Troops,5,Terrorist Group,suicide car bomber,4
Philippines,2010-05-10T00:00:00Z,1,1,Rebel Group,NPA,4,Militant Group,militiamen,1
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Media,Independent journalists,5
Philippines,2007-05-14T00:00:00Z,1,1,Unknown,unknown,NA,Militant Group,members of the militant Peasant Movement,2
Croatia,1997-04-13T00:00:00Z,2,1,Unknown,unknown,NA,Government,symbol of croatian authority,1
Peru,1992-11-22T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Military,Soldier,1
Ukraine,2007-09-30T00:00:00Z,1,1,Military,elite paramilitary unit,5,Police,presidential security forces,1
Peru,1992-11-22T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Military,Soldiers,1
Lebanon,2005-05-28T00:00:00Z,1,1,Unknown,unknown,NA,Civilians,Syrians,2
Peru,1990-04-08T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Media,Telephone company,2
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Media,Independent Journalists,5
Peru,1990-04-08T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Media,Three radio stations,2
Sri Lanka,1999-12-21T00:00:00Z,1,1,Unknown,unknown,NA,Party Leaders,Tamil leader (All Ceylon Tamil Congress) Kumar Ponnambalam,3
Ukraine,2004-10-31T00:00:00Z,0,0,Military,secret service,1,Party Members,Pora members,3
Ukraine,2004-10-31T00:00:00Z,0,0,Military,pro-presidential forces,1,Party Supporters,Yushchenko supporters,2
India,1998-02-16T00:00:00Z,1,1,Unknown,unknown,NA,Party Members,Tamil Nadu chief minister,3
Iraq,2005-01-30T00:00:00Z,1,1,United States,US forces,5,Terrorist Group,"suspected senior ""transnational terrorists",4
South Africa,1994-04-26T00:00:00Z,2,1,Unknown,Unknown,NA,Civilians,Taxi drivers,2
Venezuela,2004-08-15T00:00:00Z,15,1,Military,national guard,1,Opposition Supporters,Chavez opponents,2
Iraq,2005-01-30T00:00:00Z,0,0,United States,US troops,5,Civilians,sunni cleric,2
Thailand,2005-02-06T00:00:00Z,1,1,Unknown,unknown,NA,Civilians,teacher,2
Zimbabwe,2002-03-09T00:00:00Z,1,1,Unknown,Unknown,NA,Civilians,Teacher,5
Iraq,2005-01-30T00:00:00Z,1,1,United States,US troops,5,Civilians,sunni clerics,2
Pakistan,2002-10-10T00:00:00Z,1,1,Unknown,Unknown,NA,Political Party,Tehreek Islamic fundamentalist party,3
Peru,1990-04-08T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Media,TV channel,2
Peru,1990-06-10T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Students,University student,2
Thailand,2005-02-06T00:00:00Z,1,1,Unknown,unknown,NA,Party Workers,Thai Rak Thai party campaigner,3
Thailand,2006-04-02T00:00:00Z,1,1,Unknown,unknown,NA,Government Leader,Thaksin Shinawatra,1
Hungary,1998-05-10T00:00:00Z,1,0,Unknown,Unknown,NA,Political Party,the Independent Smallholders' Party,3
Peru,1990-04-08T00:00:00Z,5,1,Terrorist Group,Shining Path members,4,Unknown,Unknown,NA
Peru,1990-06-10T00:00:00Z,5,1,Terrorist Group,Shining Path members,4,Unknown,Unknown,NA
Hungary,1998-05-10T00:00:00Z,1,1,Unknown,Unknown,NA,Political Party,the Independent Smallholders' Party,3
Zimbabwe,2000-06-24T00:00:00Z,0,0,Government ,Government,1,Media,Independent Newspaper,5
Russia,2007-12-02T00:00:00Z,1,1,Unknown,unknown,NA,Media,three journalists and a human rights activist,2
Zambia,1996-11-18T00:00:00Z,1,1,Unknown,Unknown,NA,Media,Times of Zambia ,2
Israel,1996-05-29T00:00:00Z,1,1,Civilians,vandalist,2,Government,Israeli government,1
Sri Lanka,2010-01-26T00:00:00Z,1,1,Unknown,unknown,NA,Party Supporters,TNA supporters,2
Togo,1998-06-21T00:00:00Z,1,1,Unknown,Unknown,NA,Military,Togo army,1
Uganda,2011-02-18T00:00:00Z,4,1,Police,Police,1,Election Officials,FDC polling officials,3
Nigeria,2011-04-16T00:00:00Z,1,1,Unknown,unknown,NA,Government Workers,top presidential adviser on the government's amnesty programme,1
Uganda,2006-02-23T00:00:00Z,2,1,Police,Police,1,Party Supporters,FDC supporters,2
Malaysia,1999-11-29T00:00:00Z,0,0,Opposition Activists,opposition activists,3,Election Officials,Election commission members,1
Uganda,2011-02-18T00:00:00Z,2,1,Police,Police,1,Party Supporters,FDC supporters,2
Peru,1992-11-22T00:00:00Z,5,1,Terrorist Group,Shining Path members,4,Unknown,Unknown,NA
Haiti,1990-12-16T00:00:00Z,0,0,Civilians,vandals,2,Election Officials,electoral official,2
Ivory Coast,2010-11-28T00:00:00Z,1,1,Party Supporters,Supporters of Ouattara,2,Party Supporters,Supporter of Gbagbo,2
Central African Republic,1993-09-19T00:00:00Z,1,1,Party Supporters,Supporters of Goumba,2,Party Supporters,Supporter of Kolingba,2
Thailand,2006-04-02T00:00:00Z,1,1,Unknown,unknown,NA,Government,top royal adviser,2
Colombia,1994-03-13T00:00:00Z,1,1,Unknown,Unknown,NA,Government Officials,Town council member,1
Indonesia,1999-06-07T00:00:00Z,1,1,Civilians,vandals,2,Government,Golkar party,1
Haiti,1990-12-16T00:00:00Z,0,0,Civilians,vandals,2,Building,voter registration bureau,1
Bangladesh,2001-10-01T00:00:00Z,2,1,Party Supporters,BNP supporters,2,Party Supporters,supporters AL,2
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Building,Hoima chief administrative office,1
Bangladesh,1996-02-15T00:00:00Z,1,1,Opposition Party,Rivaling factions of ruling party,3,Opposition Party,Rivaling factions of governing party BNP,3
Bangladesh,2001-10-01T00:00:00Z,5,1,Party Supporters,supporters BNP,2,Party Supporters,supporters AL,2
Bangladesh,2001-10-01T00:00:00Z,4,1,Party Supporters,Supporters BNP,2,Party Supporters,Supporters AL,2
Bangladesh,2008-12-29T00:00:00Z,4,1,Party Supporters,Supporters BNP,2,Party Supporters,Supporters AL,2
Bangladesh,2008-12-29T00:00:00Z,5,1,Party Supporters,supporters BNP,2,Party Supporters,supporters AL,2
Bangladesh,2001-10-01T00:00:00Z,5,1,Party Supporters,supporters BNP,2,Party Supporters,supporters AL,3
Egypt,1995-11-29T00:00:00Z,1,1,Party Supporters,Supporters of National Democratic Party,2,Party Supporters,Supporters an independent candidiate,2
Timor-Leste,2007-09-04T00:00:00Z,3,1,Opposition Supporters,Rival party Supporters,2,Opposition Supporters,Rival party Supporters,2
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Media,Independent newspaper headquarters,2
Bangladesh,1996-06-12T00:00:00Z,2,1,Party Supporters,Supporters BNP,2,Party Supporters,Supporters Awami League,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Supporters,supporters BNP,2,Party Supporters,Supporters Awami league,2
Bangladesh,1996-02-15T00:00:00Z,3,1,Party Supporters,Supporters Governing party BNP,2,Party Supporters,supporters Awami league,2
Bangladesh,1991-02-27T00:00:00Z,3,1,Party Supporters,supporters Awami League,2,Party Supporters,supporters Bangladesh Nationalist Party,2
Russia,2007-12-02T00:00:00Z,1,1,Unknown,unknown,NA,Property,train,2
Nepal,1994-11-15T00:00:00Z,0,0,Opposition Activists,Opposition activists,3,Government Leader,King Birendra,1
Bangladesh,1996-06-12T00:00:00Z,2,1,Party Supporters,Supporters AL,2,Party Supporters,Supporters BNP,2
Bangladesh,2001-10-01T00:00:00Z,3,1,Party Supporters,supporters AL,2,Party Supporters,supporters BNP,2
Bangladesh,1996-06-12T00:00:00Z,2,1,Party Supporters,Supporters AL,2,Party Supporters,Supporters BNP,3
Namibia,1994-12-07T00:00:00Z,1,1,Party Supporters,Supporters South-West African People's Organization,2,Party Supporters,Supporters Democratic Turnhalle Alliance,2
Uganda,2006-02-23T00:00:00Z,7,1,Police,Police,1,Media,Journalists,2
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Civilians,Lawywers,2
Timor-Leste,2007-06-30T00:00:00Z,1,1,Party Supporters,CNRT supporters,2,Party Supporters,Supporters for the Fretilin Party,2
Nicaragua,1990-02-25T00:00:00Z,9,0,Opposition Activists,Opposition activists,3,Government,Government,1
Pakistan,1993-10-06T00:00:00Z,2,1,Opposition Activists,rival party activists,3,Party Members,MQM-Altag members,3
Russia,2011-12-04T00:00:00Z,3,1,Opposition Activists,opposition activists,3,Government,government,1
Indonesia,2009-04-09T00:00:00Z,1,1,Opposition Supporters,rival political parties suppoters,2,Opposition Supporters,rival political parties suppoters,2
India,1999-09-05T00:00:00Z,2,1,Opposition Supporters,Rival supporters,2,Opposition Supporters,Rival supporters,2
Russia,2011-12-04T00:00:00Z,3,0,Opposition Activists,opposition activists,3,Government,government,1
Russia,2012-03-04T00:00:00Z,3,0,Opposition Activists,opposition activists,3,Government,government,1
Russia,2008-03-02T00:00:00Z,0,0,Opposition Activists,opposition activists,3,Government ,president Putin's government,1
Bangladesh,1996-02-15T00:00:00Z,1,1,Party Supporters,Supporters party Awami League,2,Party Supporters,Supporters Governing party BNP,2
Zimbabwe,2008-03-29T00:00:00Z,1,1,Government ,Government,1,Political Party,MDC,3
Egypt,2000-11-08T00:00:00Z,1,1,Party Supporters,Supportes of independent candidate Umar Mutawalli,2,Party Supporters,Supporters independent candidate,2
Bangladesh,2008-12-29T00:00:00Z,1,1,Party Supporters,supporters AL,2,Party Supporters,supporters independent candidates,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Supporters,supporters AL,2,Party Supporters,supporters Jatiya party,2
Bangladesh,2001-10-01T00:00:00Z,1,1,Party Supporters,Supporters AL,2,Party Supporters,Supporters Jatiya Party,2
Egypt,2010-06-01T00:00:00Z,1,1,Party Supporters,NDP supporters,2,Party Supporters,Supporters of al-Karamah party,2
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Government,Junior cabinet minister,1
Egypt,2000-11-08T00:00:00Z,1,1,Party Supporters,Supporters of NDP,2,Party Supporters,Supporters of an independent candidate,2
Uganda,2001-03-12T00:00:00Z,0,0,Police,Police,1,Government,Member of Parliament,3
Uganda,2001-06-26T00:00:00Z,0,0,Police,Police,1,Government Officials,Member of Parliament,1
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Military,Military officers,1
Egypt,1995-12-06T00:00:00Z,1,1,Party Supporters,Supporters of candidate,2,Party Supporters,Supporters of candidate,2
Egypt,2000-10-29T00:00:00Z,1,1,Party Supporters,Supporters of candidate Muhammad al-Baradi,2,Party Supporters,Supporters of candidate,2
Uganda,2006-02-23T00:00:00Z,1,1,Police,Police,1,Party Supporters,National Resistance Movement supporters,2
Ecuador,1998-07-12T00:00:00Z,1,1,Party Supporters,supporters of Candidate Mahuad,2,Party Supporters,Supporters of Candidate Noboa,2
Uganda,2006-02-23T00:00:00Z,1,1,Police,Police,1,Opposition Activists,Opposition activist (Kivumbi),3
Bangladesh,2008-12-29T00:00:00Z,1,1,Opposition Party,Rivals AL,3,Political Activists,Activist AL,3
Namibia,1999-11-30T00:00:00Z,0,0,Government Officials,Members South-West African People's Organization,1,Party Supporters,Supporters of Democratic Turnhalle Alliance,2
Venezuela,2004-08-15T00:00:00Z,1,1,Military,security forces,1,Opposition Supporters,Chavez opponents,2
Ivory Coast,2010-11-28T00:00:00Z,2,1,Party Supporters,Supporters of Ouattara,2,Party Supporters,Supporters of Gbagbo,2
Yemen,2003-04-27T00:00:00Z,1,1,Party Supporters,supporters of independent candidate,2,Party Supporters,supporters of GPC candidate,2
Yemen,2003-04-27T00:00:00Z,1,1,Party Supporters,GPC supporters,2,Party Supporters,supporters of independent candidate,2
Egypt,2000-10-18T00:00:00Z,1,1,Political Candidate,Independent canditate,2,Party Supporters,Supporters of independent candidate,2
Uganda,2006-02-23T00:00:00Z,1,1,Police,Police,1,Opposition Supporters,Opposition candidate supporters,2
Uganda,2011-02-18T00:00:00Z,0,0,Police,Police,1,Opposition Leaders,Opposition Leader,3
Uganda,2006-02-23T00:00:00Z,6,1,Police,Police,1,Opposition Party,Opposition members,3
Uganda,2011-02-18T00:00:00Z,6,1,Police,Police,1,Opposition Party,Opposition members,3
Uganda,2011-02-18T00:00:00Z,1,1,Police,Police,1,Opposition Party,Opposition MP,3
Egypt,1995-11-29T00:00:00Z,1,1,Party Supporters,Supporters of independent candidate,2,Party Supporters,Supporters of independent candidate,2
Egypt,2000-11-08T00:00:00Z,1,1,Party Supporters,Supporters of NDP,2,Party Supporters,Supporters of independent candidate,2
Egypt,1995-11-29T00:00:00Z,1,1,Party Supporters,Supporters of NDP candidate,2,Party Supporters,Supporters of independent candidate,2
Uganda,2011-02-18T00:00:00Z,1,1,Police,Police,1,Opposition Party,Opposition MPs,3
Uganda,1994-03-28T00:00:00Z,1,1,Police,Police,1,Opposition Leaders,Opposition party chairman,3
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Opposition Supporters,Opposition party supporters,3
Egypt,2007-06-11T00:00:00Z,1,1,Party Supporters,Supporters of NDP,2,Party Supporters,Supporters of independent rival,2
Uganda,1996-05-09T00:00:00Z,1,1,Police,Police,1,Opposition Supporters,Opposition presidential candidate supporters,2
Uganda,2006-02-23T00:00:00Z,33,0,Police,Police,1,Opposition Supporters,Opposition supporters,2
Uganda,2011-02-18T00:00:00Z,33,1,Police,Police,1,Opposition Supporters,Opposition supporters,2
Uganda,2006-02-23T00:00:00Z,1,1,Police,Police,1,Opposition Supporters,Oppositon candidate supporters,2
Timor-Leste,2007-09-04T00:00:00Z,1,1,Party Supporters,Freitilin supporters,2,Party Supporters,Supporters of Jose Ramos-Horta,2
Moldova,2001-02-25T00:00:00Z,0,0,Civilians,Vendors,2,Government,Government,1
Taiwan,1995-12-02T00:00:00Z,1,1,Party Supporters,supporters of KMT rebel vice-chairmen,2,Party Supporters,supporters of KMT president Lee,2
Russia,1999-12-19T00:00:00Z,3,1,Military,Russian military,1,Islamic Insurgents,Islamic militants,4
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Election Officials,Polling officials,1
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,Government Workers,Presidential aide,1
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Military,Military,1
Uganda,2006-02-23T00:00:00Z,2,1,Police,Police,1,Political Candidate,Presidential Candidate (Besigye),3
Zimbabwe,2002-03-09T00:00:00Z,0,0,Government ,Government,1,Party Members,National Constitutional Assembly members,3
Uganda,2011-02-18T00:00:00Z,2,0,Police,Police,1,Political Candidate,Presidential Candidate (Besigye),3
Uganda,2011-02-18T00:00:00Z,2,1,Police,Police,1,Political Candidate,Presidential Candidate (Besigye),3
Uganda,2001-03-12T00:00:00Z,1,1,Police,Military Police,1,Party Workers,Presidential candidate campaign teammember,3
Uganda,2001-03-12T00:00:00Z,1,1,Police,Police,1,Political Candidate,Presidential Candidate campaigner (Besigye),3
Egypt,2010-11-28T00:00:00Z,1,1,Party Supporters,Supporters of Wafd party,2,Party Supporters,Supporters of NDP,2
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police or Army,1,Military,Soldiers,1
Egypt,1995-12-06T00:00:00Z,2,1,Party Supporters,Supporters of independent candidate,2,Party Supporters,Supporters of NDP candidate,2
Egypt,2005-11-20T00:00:00Z,2,1,Party Supporters,Supporters of independent candidate,2,Party Supporters,Supporters of NDP candidate,2
Uganda,2011-02-18T00:00:00Z,6,1,Police,Police,1,Students,Students,2
Uganda,2001-03-12T00:00:00Z,1,1,Police,Police,1,Party Members,Uganda Young Democrats members,3
Uganda,2006-02-23T00:00:00Z,0,0,Police,Police,1,United States,US citizen,5
Ukraine,2007-09-30T00:00:00Z,1,1,Police,police,1,Civilians,Crimean Tatars,2
Venezuela,2000-07-30T00:00:00Z,1,1,Military,soldier,1,Civilians,civilian,2
Yemen,1993-04-27T00:00:00Z,1,1,Military,alleged security squad,NA,Political Candidate,candidate,3
Ivory Coast,2010-11-28T00:00:00Z,11,1,Party Supporters,Supporters of Gbagbo,2,Party Supporters,Supporters of Ouattara,2
Ivory Coast,2010-11-28T00:00:00Z,2,1,Party Youth,Young Patriots members,3,Party Supporters,Supporters of Ouattara,2
Guinea,1993-12-19T00:00:00Z,1,1,Party Supporters,supporters of Party of Unity and Progress (PUP),2,Party Supporters,supporters of People of Guinea (RPG),2
Cameroon,1992-10-11T00:00:00Z,1,1,Party Supporters,Supporters of political parties,2,Party Supporters,Supporters of political party,2
Peru,1990-06-10T00:00:00Z,1,1,Terrorist Group,Shining Path members,4,Civilians,Voter,2
Jordan,2007-11-20T00:00:00Z,1,1,Opposition Supporters,rival supporters,2,Political Candidate,candidate,3
Jordan,2007-11-20T00:00:00Z,1,1,Opposition Supporters,rival supporters,2,Party Supporters,candidate supporter,2
Croatia,1997-04-13T00:00:00Z,1,1,Unknown,unknown,NA,Property,truck,2
Ukraine,2004-11-21T00:00:00Z,1,1,Police,police,1,Government,district council,1
Jordan,2010-11-09T00:00:00Z,2,1,Opposition Supporters,rival supporters,2,Opposition Supporters,rival supporters,2
Kenya,2007-12-27T00:00:00Z,2,1,Opposition Supporters,Rival supporters,NA,Opposition Supporters,Rival supporters,NA
Philippines,1998-05-11T00:00:00Z,2,1,Opposition Supporters,rival supporters,2,Opposition Supporters,rival supporters,2
Ukraine,2004-11-21T00:00:00Z,0,0,Police,police,1,Civilians,driver,2
Papua New Guinea,2002-06-15T00:00:00Z,1,1,Opposition Supporters,supporters and tribesman of rival candidates,3,Opposition Supporters,supporters and tribesman of rival candidates,3
Senegal,2000-02-27T00:00:00Z,1,1,Opposition Supporters,Supporters of main opposition leader Wade,2,Party Supporters,Supporters of President Diouf,2
Armenia,1995-07-05T00:00:00Z,0,0,Opposition Supporters,supporters of opposition banned parties,2,Government,government,1
